Prioritise using SOC 2 as high or low_high,Prioritise using SOC 2 as high or low_low,Prioritise using SOC 2 as high or low_unknown,Region_East Midlands,Region_East of England,Region_London,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb,23-Mar,23-Apr,23-May,23-Jun,23-Jul,23-Aug,23-Sep,23-Oct,23-Nov,23-Dec,24-Jan,24-Feb,24-Mar,24-Apr,24-May,24-Jun,24-Jul,24-Aug
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029476787030213707,0.03725656223539373,-0.0013995801259622112,-0.05382215288611544,-0.03133903133903134,-0.0790729379686435,-0.08688387635756056,-0.017813765182186234,-0.039182282793867124,0.005037783375314861,0.034158838599487616,0.0043907793633369925,0.0074850299401197605,0.028169014084507043,-0.008203445447087777,-0.00682261208576998,0.012100259291270527,0.0,-0.02290748898678414,-0.007279344858962694,-0.01486374896779521,-0.06191950464396285,-0.018916595012897677,-0.0048721071863581,0.03715670436187399,0.03619909502262444,0.006552006552006552,0.0019646365422396855,0.0326530612244898,0.04855562384757222,0.02564102564102564,0.0015444015444015444,-0.028875379939209727,0.03111111111111111,0.028085735402808575,0.07736943907156674,0.05132075471698113,0.08074534161490683,0.06112295664534471,0.007865168539325843,0.12211668928086838,-0.02155688622754491,0.0,0.048830111902339775,0.09147982062780269,0.10897927858787414,0.10895660203139428,0.07870837537840565,0.05291005291005291,0.1640625,0.12331180270111568,0.07564296520423601,-0.043272481406355645,0.06110283159463487,0.0952994204764971,-0.007674597083653108,-0.002875629043853343,0.005118362124120281,0.012171684817424727,0.10784313725490197,0.05861244019138756,0.09299191374663072,0.052752293577981654,0.04691689008042895,0.04732041049030787,0.07116564417177915,0.03121387283236994,0.0034266133637921186,-0.04846335697399527,-0.03102493074792244,0.0045223289994347085,0.030104712041884817,-0.025191675794085433,-0.03936507936507937,-0.05417185554171856,-0.04911742133537989,-0.04701986754966887,-0.06455696202531645,-0.0411522633744856,-0.010480349344978166,-0.060263653483992465,-0.004766444232602479,-0.045454545454545456,0.04365079365079365,-0.0060790273556231,-0.03904170363797693,-0.03753351206434316,-0.09763779527559055,-0.1344165435745938,-0.16424294268605646,-0.12003244120032441,-0.1321266968325792
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23434045689019897,-0.20491109229466553,-0.2575227431770469,-0.27223088923556943,-0.24074074074074073,-0.2222222222222222,-0.2656641604010025,-0.25587044534412956,-0.21294718909710392,-0.22837951301427373,-0.18958155422715628,-0.23710208562019758,-0.19311377245508982,-0.22359154929577466,-0.20836751435602954,-0.2699805068226121,-0.26793431287813313,-0.2521808088818398,-0.25198237885462554,-0.20018198362147407,-0.24607762180016515,-0.2631578947368421,-0.24591573516766982,-0.1997563946406821,-0.20032310177705978,-0.2081447963800905,-0.19000819000819,-0.24950884086444008,-0.22312925170068026,-0.2267977873386601,-0.27800269905533065,-0.2362934362934363,-0.24620060790273557,-0.2518518518518518,-0.21581670362158167,-0.21083172147001933,-0.19471698113207547,-0.18978605935127674,-0.20326936744847193,-0.12022471910112359,-0.09226594301221167,-0.15089820359281436,-0.10804851157662625,-0.0935910478128179,-0.16143497757847533,-0.10744435917114352,-0.15512465373961218,-0.16548940464177597,-0.16225749559082892,-0.142578125,-0.13035819142689373,-0.19364599092284418,-0.2582826233941853,-0.2473919523099851,-0.2446877012234385,-0.23330775134305448,-0.23436376707404744,-0.20473448496481125,-0.23382447149263294,-0.1722689075630252,-0.21291866028708134,-0.20889487870619947,-0.20871559633027523,-0.1863270777479893,-0.23432155074116306,-0.2098159509202454,-0.2138728323699422,-0.19988577955454026,-0.2364066193853428,-0.23268698060941828,-0.23629169022046353,-0.17408376963350786,-0.1741511500547645,-0.2311111111111111,-0.20236612702366127,-0.22256331542594013,-0.2509933774834437,-0.2620253164556962,-0.22551440329218106,-0.20611353711790392,-0.20527306967984935,-0.1954242135367016,-0.22356215213358072,-0.1488095238095238,-0.17477203647416414,-0.1881100266193434,-0.2126899016979446,-0.2346456692913386,-0.2614475627769572,-0.2600513259195894,-0.30008110300081103,-0.22986425339366515
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823876197494473,0.785774767146486,0.7795661301609517,0.827613104524181,0.8005698005698005,0.6025903203817314,0.6031746031746031,0.6607287449392713,0.7103918228279387,0.8413098236775819,0.8146883005977796,0.9023051591657519,0.6407185628742516,0.7323943661971831,0.726825266611977,0.7787524366471735,0.7882454624027658,0.6597938144329897,0.7348017621145374,0.7151956323930846,0.6507018992568125,0.5030959752321982,0.5348237317282889,0.7429963459196103,0.6478190630048465,0.7420814479638009,0.6994266994266994,0.7347740667976425,0.8789115646258503,1.0712968653964352,1.0107962213225372,0.7474903474903475,0.6458966565349544,0.6088888888888889,0.6577974870657798,0.7446808510638298,0.7124528301886792,0.8923395445134575,0.7377398720682303,0.8685393258426967,0.7706919945725916,0.7305389221556886,0.6438809261300992,0.6775178026449644,0.6511210762331838,0.6676899462778204,0.7294552169898431,0.7951564076690212,0.9629629629629629,0.9375,0.8549618320610687,1.2042360060514372,0.8722109533468559,0.624441132637854,0.6310367031551836,0.0,0.5262401150251618,0.6653870761356366,0.5502882767456758,0.6834733893557423,0.6722488038277512,0.6415094339622641,0.6674311926605505,0.6474530831099196,0.6322690992018244,0.5914110429447853,0.4982658959537572,0.6236436322101656,0.5425531914893617,0.5207756232686981,0.0,0.819371727748691,0.0,0.6933333333333334,0.41033623910336237,0.3622409823484267,0.4165562913907285,0.4,0.4148148148148148,0.44192139737991265,0.423728813559322,0.3822688274547188,0.3051948051948052,0.4384920634920635,0.35714285714285715,0.3336291038154392,0.3092046470062556,0.16535433070866143,0.0915805022156573,0.06159110350727117,0.0373073803730738,0.12307692307692308
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10316875460574797,0.05927180355630821,0.07977606717984605,0.12246489859594384,0.1623931623931624,0.07770961145194274,0.13032581453634084,0.15546558704453442,0.141396933560477,0.17632241813602015,0.23911187019641333,0.29418221734357847,0.12724550898203593,0.23767605633802816,0.21821164889253486,0.23489278752436646,0.19014693171996544,0.24742268041237114,0.17092511013215858,0.18198362147406733,0.18662262592898432,0.23993808049535603,0.39208942390369733,0.35809987819732036,0.3554119547657512,0.269683257918552,0.36363636363636365,0.29469548133595286,0.3034013605442177,0.20221266133988935,0.12955465587044535,0.3196911196911197,0.24316109422492402,0.27111111111111114,0.3843311160384331,0.437137330754352,0.4377358490566038,0.41200828157349895,0.39232409381663114,0.8887640449438202,1.039348710990502,0.8215568862275449,0.7938257993384785,0.8830111902339777,0.6134529147982063,0.6861089792785878,0.5170821791320406,0.6781029263370333,0.63668430335097,0.654296875,0.34292425132119786,0.31921331316187596,0.18931710615280595,0.31296572280178836,0.27044430135222153,0.24405218726016883,0.2616822429906542,0.3621241202815099,0.4042280589365791,0.38375350140056025,0.31698564593301437,0.33423180592991913,0.40022935779816515,0.4262734584450402,0.3882554161915621,0.39754601226993863,0.3815028901734104,0.42832667047401485,0.39361702127659576,0.4221606648199446,0.4431882419446015,0.4698952879581152,0.44687842278203727,0.3873015873015873,0.4439601494396015,0.4389869531849578,0.47483443708609274,0.4379746835443038,0.6633744855967079,0.43842794759825326,0.5254237288135594,0.5786463298379408,0.6224489795918368,0.6448412698412699,0.45896656534954405,0.4028393966282165,0.4289544235924933,0.3480314960629921,0.276218611521418,0.2754491017964072,0.24817518248175183,0.25520361990950224
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04126750184229919,0.001693480101608806,-0.06298110566829951,-0.14118564742589704,-0.10826210826210826,-0.046353101567825496,-0.23391812865497075,-0.19919028340080971,-0.11584327086882454,-0.13937867338371115,-0.034158838599487616,-0.04171240395170143,0.016467065868263474,0.02992957746478873,0.08039376538146022,-0.04191033138401559,-0.005185825410544511,-0.04440919904837431,-0.186784140969163,-0.2329390354868062,-0.21469859620148637,-0.12693498452012383,-0.06018916595012898,-0.12911084043848964,-0.10339256865912763,-0.0579185520361991,0.011466011466011465,-0.05304518664047151,0.02585034013605442,0.01290719114935464,-0.09851551956815115,-0.22393822393822393,-0.1337386018237082,-0.19555555555555557,-0.09460458240946046,-0.13926499032882012,-0.08452830188679246,-0.11663216011042098,-0.07249466950959488,0.19662921348314608,0.27951153324287653,0.03592814371257485,-0.08820286659316427,-0.15869786368260427,-0.05739910313901345,-0.04604758250191865,0.018467220683287166,-0.014127144298688193,-0.01763668430335097,-0.048828125,-0.12566059894304168,-0.11951588502269289,-0.0676132521974307,-0.07153502235469449,-0.25885383129426914,-0.3392171910974674,-0.2674335010783609,-0.236724248240563,-0.1800128122998078,-0.14565826330532214,-0.15550239234449761,-0.20485175202156333,-0.07568807339449542,-0.07238605898123325,-0.10205245153933866,-0.17300613496932515,-0.19190751445086704,-0.2364363221016562,-0.18085106382978725,-0.14515235457063713,-0.0746184284906727,-0.06413612565445026,-0.05257393209200438,0.015238095238095238,0.05666251556662515,-0.042977743668457406,0.004635761589403974,-0.08354430379746836,-0.1168724279835391,-0.06812227074235808,-0.04896421845574388,-0.03145853193517636,0.0287569573283859,0.2123015873015873,0.08054711246200608,0.1419698314108252,0.22341376228775692,0.09606299212598425,0.14180206794682423,0.046193327630453376,-0.0827250608272506,-0.1339366515837104
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5276344878408253,0.5740897544453852,0.5122463261021694,0.5062402496099844,0.5227920227920227,0.5439672801635992,0.4227234753550543,0.4874493927125506,0.4565587734241908,0.5491183879093199,0.4372331340734415,0.5181119648737651,0.49101796407185627,0.5105633802816901,0.5365053322395406,0.5955165692007798,0.6464995678478824,0.5202220459952419,0.49162995594713654,0.5550500454959054,0.4921552436003303,0.43034055727554177,0.5760963026655203,0.6479902557856273,0.6122778675282714,0.6552036199095023,0.6552006552006552,0.5776031434184676,0.7170068027210884,0.5943454210202828,0.7246963562753036,0.5837837837837838,0.49848024316109424,0.6014814814814815,0.5898004434589801,0.6460348162475822,0.6883018867924529,0.7253278122843341,0.5828002842928216,0.6101123595505618,0.5888738127544098,0.5940119760479042,0.4696802646085998,0.4252288911495422,0.4717488789237668,0.43438219493476593,0.5447830101569714,0.5368314833501514,0.6349206349206349,0.744140625,0.6470933646506165,0.0,0.563894523326572,0.526080476900149,0.48293625241468124,0.47735993860322334,0.5276779295470885,0.5323096609085093,0.0,0.5658263305322129,0.6088516746411483,0.5283018867924528,0.4736238532110092,0.5160857908847185,0.5171037628278221,0.505521472392638,0.4,0.4260422615648201,0.4373522458628842,0.4099722991689751,0.4465799886941775,0.4790575916230366,0.44359255202628695,0.4012698412698413,0.4178082191780822,0.40828856485034537,0.5278145695364238,0.4291139240506329,0.5152263374485597,0.47685589519650656,0.5084745762711864,0.5081029551954243,0.49257884972170685,0.5773809523809523,0.5364741641337386,0.4134871339840284,0.3360142984807864,0.26456692913385826,0.20531757754800592,0.15055603079555174,0.170316301703163,0.20090497737556562
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09483488569009314,0.0489853044086774,-0.01638065522620905,0.0,-0.05998636673483299,-0.02506265664160401,-0.021052631578947368,-0.0034071550255536627,-0.02686817800167926,0.008539709649871904,0.0021953896816684962,-0.041916167664670656,-0.00528169014084507,0.022969647251845776,0.03216374269005848,0.046672428694900604,0.0190325138778747,0.012334801762114538,0.04549590536851683,0.023121387283236993,-0.043343653250773995,-0.013757523645743766,0.07551766138855055,0.012924071082390954,0.056108597285067875,0.0,0.007858546168958742,0.005442176870748299,0.0977258758451137,0.12280701754385964,0.023166023166023165,0.013677811550151976,0.0,0.016260162601626018,0.09864603481624758,0.06037735849056604,0.1111111111111111,0.046908315565031986,0.09101123595505618,0.09497964721845319,0.02155688622754491,-0.022050716648291068,-0.022380467955239063,-0.019730941704035873,0.03069838833461243,0.05355493998153278,-0.026236125126135216,0.06172839506172839,0.0703125,0.09630064591896653,0.13767019667170954,0.036511156186612576,0.020864381520119227,0.0,-0.0015349194167306216,0.0603882099209202,0.08701215611004479,0.048046124279308135,0.14985994397759103,0.09449760765550239,0.08355795148247978,0.11811926605504587,0.14745308310991956,0.12713797035347776,0.06993865030674846,0.04971098265895954,0.11307824100513993,0.06619385342789598,0.06537396121883657,0.09609949123798757,0.09554973821989529,0.10295728368017525,0.07238095238095238,-0.00809464508094645,0.024558710667689946,0.07483443708609272,0.06455696202531645,0.0691358024691358,0.01921397379912664,0.04896421845574388,0.03336510962821735,-0.01948051948051948,0.11904761904761904,0.04711246200607903,-0.001774622892635315,0.0035746201966041107,-0.07874015748031496,-0.10635155096011817,-0.0855431993156544,-0.11354420113544202,-0.0669683257918552
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4318349299926308,-0.40643522438611346,-0.44086773967809656,-0.4344773790951638,-0.44017094017094016,-0.4485344239945467,-0.429406850459482,-0.4064777327935223,-0.41056218057921634,-0.42317380352644834,-0.3706233988044407,-0.3885839736553238,-0.4311377245508982,-0.40669014084507044,-0.3921246923707957,-0.4298245614035088,-0.4373379429559205,-0.401268834258525,-0.4440528634361233,-0.4367606915377616,-0.42609413707679605,-0.3684210526315789,-0.35597592433361996,-0.341047503045067,-0.3683360258481422,-0.3764705882352941,-0.35053235053235055,-0.3850687622789784,-0.3564625850340136,-0.338660110633067,-0.4048582995951417,-0.3722007722007722,-0.35106382978723405,-0.37037037037037035,-0.30155210643015523,-0.29593810444874274,-0.3154716981132075,-0.3140096618357488,-0.2828713574982232,-0.22808988764044943,-0.21438263229308005,-0.2251497005988024,-0.2513781697905182,-0.22380467955239064,-0.1937219730941704,-0.19493476592478895,-0.21606648199445982,-0.2522704339051463,-0.24514991181657847,-0.224609375,-0.2571931884908984,-0.30559757942511345,-0.3367139959432049,-0.33979135618479883,-0.35157759175788794,-0.3914044512663085,-0.3235082674335011,-0.2571976967370441,-0.2158872517616912,-0.19607843137254902,-0.28588516746411485,-0.27897574123989216,-0.26376146788990823,-0.24262734584450402,-0.2651083238312429,-0.24049079754601227,-0.26705202312138726,0.0,-0.1773049645390071,-0.17839335180055402,-0.14471452798191067,-0.12172774869109948,-0.1380065717415115,-0.18158730158730158,-0.14508094645080946,-0.17498081350729086,-0.1966887417218543,-0.22025316455696203,-0.15308641975308643,-0.1851528384279476,-0.12052730696798493,-0.1515729265967588,-0.1660482374768089,-0.04563492063492063,-0.10486322188449848,-0.1188997338065661,-0.09472743521000894,-0.1732283464566929,-0.22304283604135894,-0.1437125748502994,-0.20924574209245742,-0.17375565610859728
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6263817243920413,-0.6028789161727349,-0.6438068579426172,-0.6341653666146646,-0.6324786324786325,-0.6257668711656442,-0.6198830409356725,-0.5975708502024292,-0.5996592844974447,-0.6129303106633082,-0.5892399658411615,-0.5554335894621295,-0.5973053892215568,-0.579225352112676,-0.5758818703855619,-0.615009746588694,-0.6153846153846154,-0.5836637589214909,-0.6220264317180617,-0.5969062784349408,-0.6160198183319571,-0.586687306501548,-0.5743766122098022,-0.5749086479902558,-0.5589660743134087,-0.5683257918552036,-0.5503685503685504,-0.5697445972495089,-0.580952380952381,-0.5328826060233559,-0.5978407557354926,-0.5405405405405406,-0.5334346504559271,-0.5762962962962963,-0.5114560236511456,-0.5106382978723404,-0.5509433962264151,-0.5638371290545203,-0.5031982942430704,-0.4887640449438202,-0.4830393487109905,-0.555688622754491,-0.557883131201764,-0.5412004069175992,-0.5309417040358745,-0.4911742133537989,-0.5263157894736842,-0.5529767911200807,0.0,-0.5390625,-0.5366999412800939,-0.5718608169440242,-0.640973630831643,-0.7108792846497765,-0.6632324533161623,-0.7122026093630084,-0.7016534867002157,-0.6615483045425464,-0.6156310057655349,-0.5546218487394958,-0.6196172248803827,0.0,-0.5940366972477065,-0.5844504021447721,-0.604903078677309,-0.603680981595092,-0.5791907514450867,-0.5619645916619075,-0.5650118203309693,-0.5695290858725762,-0.5585076314301866,-0.49476439790575916,-0.511500547645126,-0.5333333333333333,-0.5386052303860523,-0.5541059094397545,-0.5860927152317881,-0.5873417721518988,-0.5497942386831276,-0.5589519650655022,-0.5291902071563088,-0.5271687321258341,-0.5426716141001855,-0.39285714285714285,-0.5258358662613982,-0.5394853593611357,-0.5361930294906166,-0.6220472440944882,-0.654357459379616,-0.6689478186484175,-0.6780210867802109,-0.6624434389140271
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40825350036845987,-0.3590177815410669,-0.38768369489153254,-0.3985959438377535,-0.405982905982906,-0.4389911383776414,-0.4227234753550543,-0.42591093117408907,-0.38841567291311757,-0.4164567590260285,-0.4030742954739539,-0.36223929747530187,-0.41467065868263475,-0.36795774647887325,-0.3675143560295324,-0.41812865497076024,-0.38202247191011235,-0.4091990483743061,-0.4035242290748899,-0.42766151046405826,-0.41288191577208916,-0.41640866873065013,-0.3903697334479794,-0.3556638246041413,-0.38449111470113084,-0.38733031674208146,-0.3325143325143325,-0.3831041257367387,-0.3564625850340136,-0.3239090350338045,-0.3913630229419703,-0.34285714285714286,-0.3601823708206687,-0.36,-0.270509977827051,-0.3365570599613153,-0.289811320754717,-0.32643202208419597,-0.29850746268656714,-0.2393258426966292,-0.22795115332428764,-0.3377245508982036,-0.350606394707828,-0.38453713123092575,-0.34977578475336324,-0.3668457405986186,-0.2696214219759926,-0.3874873864783047,-0.30687830687830686,-0.40234375,-0.364063417498532,-0.3661119515885023,-0.39080459770114945,-0.488822652757079,-0.49323889246619446,-0.5310821181887951,-0.4974838245866283,-0.47856685860524634,-0.4567584881486227,-0.36834733893557425,-0.44258373205741625,-0.47035040431266845,-0.45871559633027525,-0.4195710455764075,-0.4475484606613455,-0.43558282208588955,-0.4300578034682081,-0.40434037692747,-0.4302600472813239,-0.4299168975069252,-0.40587902769926515,-0.33638743455497383,-0.33515881708652795,-0.37333333333333335,-0.3518057285180573,-0.39293937068303914,-0.3980132450331126,-0.3860759493670886,-0.388477366255144,-0.3895196506550218,-0.3540489642184557,-0.38989513822688276,-0.3942486085343228,-0.24404761904761904,-0.34194528875379937,-0.3531499556344277,-0.3610366398570152,-0.4031496062992126,-0.43722304283604135,-0.4739093242087254,-0.4768856447688564,-0.481447963800905
