,Prioritise using SOC 2 as high or low,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb,23-Mar,23-Apr,23-May,23-Jun,23-Jul,23-Aug,23-Sep,23-Oct,23-Nov,23-Dec,24-Jan,24-Feb,24-Mar,24-Apr,24-May,24-Jun,24-Jul,24-Aug
17-Oct,-0.02319871836321874,0.98752823478998,0.992527102677185,0.9927966336733758,0.9963315947516255,0.993794903787683,0.9900375601817358,0.9941758040324307,0.9946124927231663,0.9959743020234056,1.0,0.9986141556656403,0.9951639650983852,0.9949751381781444,0.9956510308535648,0.9951130505955241,0.9960229424168521,0.9939394818770801,0.9941873103485508,0.9976919319336391,0.9921159210444969,0.9891122817458545,0.9923779778880727,0.9926317123902416,0.9922198390835866,0.9917798282645884,0.9921228920967596,0.9902169919564215,0.9937081516237682,0.9870785680690679,0.9827699738903422,0.9891695088219848,0.994900673567888,0.9951996276458837,0.9923777833877533,0.9921995771170726,0.9873485710597217,0.991377882124577,0.9909469949452412,0.9855827231476116,0.9293600432807521,0.8915555979225074,0.9274247159485896,0.9471618376622213,0.9394298146651804,0.9479129319971487,0.937995169963102,0.9591559313079048,0.9505798614156612,0.9608430908790977,0.9681259076596594,0.9794816826700058,0.9679148050030597,0.9757865269169762,0.979536943111994,0.9812788235648513,0.9769848524708906,0.9657823395487098,0.9736688846380209,0.9689208828803786,0.9824895931069089,0.9824873710681309,0.9911121301126563,0.9873185664025022,0.9820461470802471,0.9884040451655864,0.9851141629442159,0.9825617882066692,0.9792250092870435,0.9672349673253314,0.9650236485058518,0.966474381378002,0.9715353588785769,0.964304550009097,0.9788173656032971,0.9636437098598362,0.9527891086442675,0.956108973773304,0.9536890281913103,0.9510186551512214,0.9517256244351378,0.9370896689935364,0.9563387849613673,0.9403598036831312,0.9512698225463095,0.9363009325904798,0.9279090590265305,0.9139451502347542,0.8921876352640414,0.8776233347872104,0.872137480396678,0.8733477628336749,0.8743274029011013
17-Nov,-0.02577267406903533,0.9888701956999503,0.9933961674009849,0.9935407400352262,0.9964617047873569,0.9943850238408589,0.9892411044301763,0.9921198023242906,0.9925351494391371,0.9948399090198132,0.9986141556656403,1.0,0.9958679996663353,0.9963513632829708,0.9960494944104079,0.9957072500379748,0.996375477680527,0.9946758526284036,0.9954156969356259,0.9971988732391798,0.9909303176653105,0.9891019055551131,0.993042872422539,0.9940565498750042,0.9940628251029544,0.9929447770286863,0.9929027983355697,0.9918890300617745,0.9952071420701496,0.9898157971106057,0.9857087134783761,0.990170593943264,0.9947985456909707,0.9951162287000895,0.9927977708526787,0.99314112097328,0.9892253265249012,0.9927995106266352,0.9921816818223586,0.9868543520097564,0.9369539028133691,0.901156839932344,0.9336266626541999,0.9515693276921501,0.941405521900187,0.9503596362940915,0.9409565839271822,0.9626263611189207,0.9553611860598827,0.9635074907417102,0.9706844279917166,0.9794271725356276,0.9685174933445779,0.9762044842659149,0.978668810391938,0.9799848633181315,0.973234291495513,0.9630676725828674,0.9722336974697416,0.9681770553313553,0.9819750203772386,0.9808509572674519,0.9897852232041945,0.9865546857062696,0.9809335887436688,0.9870699096215083,0.9847823057022203,0.9815692419616705,0.9773289393195775,0.9667012052476225,0.9646694127224046,0.968113960559526,0.9734884655734278,0.9667895036854071,0.9812366295375554,0.9667726352481663,0.9548055230328818,0.9576314873256745,0.9552991539131244,0.9538372718723774,0.9520066759291336,0.9402498644584774,0.959408446483219,0.9454315072433492,0.9568497697079729,0.9410931666302584,0.933544549944274,0.9200216308232737,0.8981190726053405,0.8836260513547854,0.8784269257717519,0.8774411252665038,0.876284792421279
17-Dec,-0.03452439845767404,0.9871562226363805,0.9905098409238222,0.9890892325468676,0.9921081459451483,0.9922215209832608,0.9827254346075228,0.9864033587825733,0.9884325155303126,0.9888463024273825,0.9951639650983852,0.9958679996663353,1.0,0.994517626556349,0.9943097823079904,0.9937381479860643,0.9945371497543826,0.9924228848757113,0.991742180887908,0.9931221918520035,0.9845702621308167,0.9815927186816545,0.9863578093412566,0.9901015379984692,0.9930167111325416,0.9924998881176292,0.9934569298938979,0.9918067008057764,0.9943037291837697,0.9900643611981633,0.9873501694939515,0.9909388134641577,0.9919915578043094,0.992331048695508,0.9898654413048703,0.9905517608285268,0.9886077558248471,0.9920957175779215,0.9917525672104156,0.98986550970372,0.9418113674781203,0.9070101136667983,0.9403496659968835,0.9551919445242735,0.943777538946208,0.9494429076619496,0.9431874042202174,0.9656050453581204,0.9627911017687893,0.9734394585610998,0.979475300604273,0.9838689494679932,0.9733829972483559,0.9770938933346136,0.9756604436263172,0.9768032079337082,0.9669927135987294,0.9519839163869536,0.9625020719177684,0.9591043829180609,0.9777653781751378,0.9746470628813101,0.9848343655420803,0.9800254389076779,0.9744991102502598,0.9823319813462729,0.9791682210051125,0.9746416625750167,0.9710321628387111,0.9588519966113087,0.9566155535929765,0.9620939238325452,0.9713751312331645,0.9631220026153813,0.977169177603294,0.9613316227368707,0.9488422612780302,0.9511151336017848,0.9492922300327671,0.9512770616527559,0.9489710066376367,0.9355923412368213,0.9564915854091832,0.9442555961647918,0.9581218859507724,0.9383984249680771,0.9278328382661792,0.9126352475119911,0.8880344272833943,0.8718541374410653,0.8663787441556235,0.8658467121077583,0.8624834821716887
18-Jan,-0.01687968419908417,0.9935373970030917,0.996430933570896,0.9945900182169418,0.9947100675170704,0.9937762928134071,0.9898685142709599,0.9894893249326185,0.9897243010705902,0.9929164378676382,0.9949751381781444,0.9963513632829708,0.994517626556349,1.0,0.9976972661349379,0.9984055220708444,0.9984869100283928,0.9979556257262092,0.9974340119835194,0.9965481430129426,0.9894707741946839,0.988505997964957,0.9918570328548935,0.9949570086211422,0.996270896251433,0.9965359048761049,0.9971035041598489,0.9967384219910098,0.9979767495246434,0.9942906917790458,0.9911926185542683,0.9942379992870524,0.9945225789682517,0.9933781317467314,0.992159012671777,0.9928791401702113,0.9907160541388258,0.9953142104524157,0.9947684481786494,0.9915140587159155,0.9406299516631434,0.902837147002437,0.9316404134468158,0.9480657639266683,0.9320209925329959,0.9415036723586527,0.9342317470248729,0.9591078797938046,0.9536515381135189,0.9628389788604973,0.9716193576751853,0.9775085242112349,0.9641532371832481,0.9732232847768514,0.9746633893403513,0.9749148307390498,0.9661994394207851,0.9552050748549042,0.9643941316313902,0.9613020735101183,0.978794479168755,0.9783553511420089,0.9871450522453553,0.9828374411078962,0.9753597879513425,0.984204813527607,0.9815407194756375,0.9766906088505297,0.9697038662534428,0.9594504284360773,0.9567352334051161,0.963196504917627,0.969570239280825,0.9645154472236,0.9800429220822778,0.9649348117026051,0.9528513934419983,0.9551641060776215,0.9519884131263888,0.9512305388889484,0.9494029220208492,0.9371023417257388,0.9582182280217114,0.9463142497404118,0.9587801823242319,0.942646030330513,0.9342340434922445,0.9191549634859005,0.894711380967244,0.8801778682647379,0.8750912542848932,0.8707675980590097,0.8648178626281299
18-Feb,-0.015841863365618627,0.9903346573045886,0.9937612817068457,0.9912135350487367,0.9930420484325628,0.9905060510976763,0.9862700198930572,0.9882847873721794,0.9881397025384401,0.9911104908096985,0.9956510308535648,0.9960494944104079,0.9943097823079904,0.9976972661349379,1.0,0.9987256977592384,0.997709839716703,0.9959357726373207,0.9935689889030788,0.9954442119934578,0.9893518906066044,0.9858415516135118,0.9888599881127916,0.9932665074693107,0.992904229522665,0.994167328880916,0.9967106025008504,0.9963123144270057,0.9964597478721076,0.9902976352305004,0.9873079011132967,0.9905980527408007,0.9927970180191518,0.9934107784012487,0.9886210440967657,0.9908275609004232,0.986296871420915,0.9931208416915914,0.9908350355303773,0.9898858504255343,0.9358403017445179,0.8995027438543054,0.9287983335070568,0.9432607687674163,0.9279715654529406,0.9369306324883162,0.9278515231042646,0.9534130328076627,0.947216534815922,0.9612604030225664,0.9682287954082331,0.9738670473578104,0.9588115832362764,0.9674400546349772,0.9690577995189532,0.9704887887040973,0.9615715271080653,0.9486447019722947,0.9594326447739346,0.9546159694903654,0.9730206503484395,0.9727427913787834,0.9853081808425171,0.9797229262095137,0.9717713746268689,0.9813141378414246,0.97682672105754,0.971755070698967,0.9649186368056032,0.952026994829714,0.9495832183141786,0.9566834983769077,0.9635483190695138,0.9555324399181095,0.9744357924650763,0.9567114834654118,0.9423679346815402,0.9461081616584458,0.9423157580371295,0.9402087503466318,0.9400706540846461,0.9244509241726386,0.9475803614161767,0.9340141186587959,0.9498334976958939,0.9291564794017894,0.9205534185231722,0.9048391367235414,0.8787074822514931,0.8632121561466775,0.8575124546258447,0.8541432435744686,0.8502326651598451
18-Mar,-0.016052705000382896,0.9908117895168744,0.9943296778372008,0.9920873748458316,0.9937879827588568,0.992409472457403,0.9887162078551113,0.9890536013639343,0.9886100654780884,0.9926280944639384,0.9951130505955241,0.9957072500379748,0.9937381479860643,0.9984055220708444,0.9987256977592384,1.0,0.9983054404053479,0.9972049203118507,0.9959617832137373,0.9955447258771775,0.9890898273261337,0.9875841443767884,0.9913258934727194,0.9947282528941976,0.9947019403574392,0.9950503438740629,0.9967116185026388,0.996983481516639,0.9973978502266944,0.9930446341573057,0.9894772155607935,0.9922125397365776,0.9938149965761816,0.99392958452433,0.9909965965219937,0.9927339846395248,0.9888570799514611,0.9945633554245661,0.9929425349297695,0.9908275163678921,0.9370573514198921,0.9001955698575813,0.9298518156646731,0.9446878900478107,0.9281930949685949,0.9383059067413342,0.9292900596000946,0.9549147648195522,0.9479676825479119,0.9592910231813738,0.9676302027700118,0.9744403598939472,0.9604849483149631,0.9704293136510048,0.9722279531881863,0.9725423474003659,0.9643704420750997,0.9528279357318578,0.9625529904421231,0.9584476735831524,0.9753190611362527,0.9758571687989002,0.9861453277098248,0.9816030560097223,0.9740015768990445,0.9834497213511386,0.9794408991863298,0.9742338198481749,0.9667499095354154,0.9561516823044987,0.9544025310461617,0.9602869842593007,0.9662837303423684,0.9601122214803978,0.9772811927446582,0.9620686445684075,0.949466665766643,0.9526638546415234,0.9485378843212444,0.9464460729489914,0.9439369565810548,0.9321099887666787,0.9538546938405159,0.940842545271972,0.9547810996877635,0.9364941569740944,0.9288494463402284,0.914184301772771,0.8888749799881035,0.8745632933120233,0.8686304332392032,0.8644977786046485,0.8597428689249257
18-Apr,-0.02095091221683702,0.9917418408491759,0.9951738886210841,0.9935866158239531,0.9945516071760596,0.9932086073675616,0.9895203407556366,0.9898039518951476,0.9900448453120392,0.9933070994404956,0.9960229424168521,0.996375477680527,0.9945371497543826,0.9984869100283928,0.997709839716703,0.9983054404053479,1.0,0.9982480330708656,0.9971183079275004,0.9970401678136586,0.9895542763547089,0.9878876743056748,0.9911909317376976,0.9936718956270467,0.9948327982333934,0.9950938713761176,0.9960974610655813,0.9955494535719542,0.9969814947048965,0.993505759775816,0.989931597260034,0.9938146899257965,0.9946442723989766,0.9936419270780527,0.992176056763451,0.9923063313528175,0.9894563221840509,0.9937908778609188,0.9935905798049305,0.9901496888081739,0.9368786740428549,0.8982907743431982,0.9294082078162141,0.9455639948580968,0.9310991981849893,0.9408721459313685,0.9327350934082741,0.9575639951901396,0.9508496845075436,0.9610522982087415,0.9694550070953196,0.9771164253672091,0.9645057759231368,0.9732738125993566,0.9751125099477126,0.975558933764295,0.9677081026478559,0.9570322265150539,0.9653842701000344,0.9619666902518886,0.9785236846007944,0.9786794160283678,0.9873038178159598,0.9834168846104548,0.9763961826084372,0.9849600367707311,0.981716605745029,0.97718308551802,0.9709233230234103,0.9603215827198341,0.9577065413682256,0.9628218897192476,0.9686342956720384,0.9630483090856872,0.9783439752863999,0.9637156894156403,0.9520168745302586,0.9544710046584572,0.9511503671213993,0.9497096650632606,0.9479755091645078,0.935567860052367,0.9562932176062695,0.9430826799811983,0.9554522711272802,0.9394672089752475,0.9307333865325005,0.9158877324268061,0.891687176685773,0.8771083162260389,0.8717991972173903,0.8689726331715703,0.8642290212644039
18-May,-0.023578710160485582,0.9928535394880385,0.9951647187389203,0.9935507753394137,0.993035508853817,0.9915072695290277,0.9879542221130538,0.9865994996008258,0.9869916080011265,0.9914145590251955,0.9939394818770801,0.9946758526284036,0.9924228848757113,0.9979556257262092,0.9959357726373207,0.9972049203118507,0.9982480330708656,1.0,0.9973459102332035,0.9960583321853685,0.9881663128669756,0.9865719569015252,0.9898223339998771,0.991619832696784,0.9941466197519183,0.9945288099970531,0.9950227092107912,0.9946654354213117,0.9965798142706157,0.9949304389214563,0.990584549199916,0.9949627353540154,0.9934566458370069,0.9904651860398808,0.9904934806117252,0.989744511263079,0.9873994221940533,0.9915080582971862,0.9924709362914321,0.9874531647937183,0.93054796256435,0.8905655261870894,0.9217430986417326,0.9403239597197007,0.9242339753164946,0.9351989119637928,0.9283325252077635,0.9543048812923237,0.9470759552635292,0.9565945575469927,0.9669667776592086,0.9762475810741801,0.9641796546238961,0.973688183128376,0.9747149725653281,0.9740938538507632,0.9664030328604551,0.956341404873439,0.963195893796723,0.9592795055205302,0.9766903092460824,0.9776963706466708,0.9845160188165265,0.9813684833752305,0.9744305104029174,0.9833366772896904,0.9802742873590087,0.9755038809729573,0.9687279327193626,0.9582050141974918,0.9550013856526723,0.9593352890356471,0.9649061803092802,0.9605797985788651,0.9758737088764411,0.9619867751074235,0.9508712791686048,0.9532719639147779,0.9498089882588777,0.948711387334652,0.9468660725140738,0.9335496616848887,0.9546091467869047,0.9416403823751666,0.9527956675600705,0.9389174778829762,0.9297169769626019,0.9149092180505987,0.8904293640351999,0.8766332659409228,0.8706082302187218,0.866997718595837,0.861565269633901
18-Jun,-0.020510827986113808,0.9912624774753517,0.9951487366001539,0.9950765814447683,0.9951964068571312,0.9950626478589585,0.9919662056105887,0.9911376737149757,0.9909665970085619,0.9952446218397953,0.9941873103485508,0.9954156969356259,0.991742180887908,0.9974340119835194,0.9935689889030788,0.9959617832137373,0.9971183079275004,0.9973459102332035,1.0,0.9967367794573182,0.9899118797825602,0.9913916064942776,0.994961744296132,0.9950354587561515,0.996111473326629,0.994653623883135,0.9937795447602071,0.993821870902326,0.9965375405120523,0.9945013002302988,0.9903199203038179,0.9938290928396961,0.995220649456706,0.9932671167770049,0.9948070393909302,0.9941673196978857,0.9925908310939099,0.9945675962755072,0.9953487012217974,0.9880811030447334,0.937705056440152,0.899230617964458,0.9300278865732015,0.9495380998893863,0.9355672377988073,0.946354672280248,0.9383686777654588,0.9603450297081338,0.9533901703841762,0.9572187023794976,0.9672589283646794,0.9767214127010024,0.9655527889046339,0.9762985792706355,0.979134053898824,0.9793858973889007,0.9725739517059265,0.9647136341382652,0.9718061325629634,0.969281616727632,0.9825291518725283,0.9832139032549241,0.9883656855610606,0.9862417429765443,0.9799942854450966,0.9873635551007789,0.9860711956599598,0.9825950015414163,0.9764139336229255,0.9684824329354406,0.9661768667350844,0.9696222363123003,0.973308462671047,0.9706594915907089,0.9833453083919451,0.9723387068438321,0.9630178142050265,0.964284320453436,0.9616721007355522,0.9609271997323692,0.9569075015758797,0.9479419123356948,0.9659684399162259,0.9534475349891468,0.9622287347427706,0.9505177077535877,0.9439011398692831,0.9301203419969709,0.9091062570388818,0.8964616462094658,0.8914365748292494,0.8884800080730755,0.8836315362055958
18-Jul,-0.01746907791387563,0.990235160177257,0.9945888842841244,0.9946934558707653,0.9962707811508386,0.9934683159503708,0.9907097413563957,0.9939776996088028,0.9940400392490424,0.9964385080580543,0.9976919319336391,0.9971988732391798,0.9931221918520035,0.9965481430129426,0.9954442119934578,0.9955447258771775,0.9970401678136586,0.9960583321853685,0.9967367794573182,1.0,0.9946572812769803,0.992141267528338,0.9939904140927317,0.9942507834677482,0.9942885841386707,0.993981062603532,0.994298722079473,0.991930980485304,0.9951649864420062,0.9889051609999451,0.9855534078764371,0.9921580809042642,0.9966221161734191,0.9955880034832544,0.9936053053397477,0.9934514799548644,0.9896791991496232,0.9931362457735027,0.9929135263333585,0.9862076378067666,0.930775012631844,0.890391659216392,0.9239251373912916,0.9445048112937697,0.9341634218443142,0.943844906024792,0.9335797622506794,0.9558542932029749,0.9474103334390935,0.9567862362561653,0.9648074138649025,0.9762472684858277,0.9635846130839623,0.9730748131312021,0.9772181728030278,0.9791619314295225,0.9742361256310507,0.9648222336891995,0.972330514416185,0.968297923432346,0.9826010467524947,0.9827712784450862,0.9908707053500465,0.9869122843841105,0.9804295021020029,0.9876677302958167,0.9854078467274554,0.9828245709431047,0.9780700798268432,0.9672464133221698,0.9642852550532763,0.9669315242369962,0.9711134860674712,0.965891351692419,0.9805459266030065,0.9656521148645757,0.9544546452904994,0.9563961971480637,0.9547417639692264,0.9526446673910173,0.9526385454068935,0.9391876259514694,0.9577298202955031,0.9425275395154789,0.952832108327171,0.9396480100342778,0.9312471623591425,0.9166544333989342,0.8951589031607523,0.8805268814476801,0.8762163285924349,0.8762883672315135,0.8747759751440606
18-Aug,-0.008800806805642635,0.9866816047064809,0.9893262350073491,0.9920830989545253,0.9920523078222668,0.9864420858514595,0.9876593359080785,0.9940085247119074,0.9937207101995491,0.9953933138518056,0.9921159210444969,0.9909303176653105,0.9845702621308167,0.9894707741946839,0.9893518906066044,0.9890898273261337,0.9895542763547089,0.9881663128669756,0.9899118797825602,0.9946572812769803,1.0,0.9926745587316198,0.9942623431275092,0.9921264949693385,0.9904316248588932,0.991097355477895,0.9902284266076627,0.9868882674201708,0.9899556553577561,0.9777178053925579,0.9766578392508736,0.9853589712346071,0.994889894249151,0.9933647830314934,0.9889203969447106,0.9896384090411026,0.9859352206173455,0.9887077531304858,0.9874734356783632,0.9754397038862879,0.9110271115433088,0.8652311450505206,0.9024647790676192,0.9284607186968029,0.920807985811735,0.9300397143630578,0.9178611967763143,0.9407575151065518,0.930424486179568,0.9410152540477741,0.9502238968134142,0.9637965713215981,0.9462582678555385,0.9581090429870097,0.9642163731545192,0.9686732235455262,0.9676183097147734,0.9586597127612615,0.9670649019235763,0.9603141742845572,0.9734727672707818,0.9750827262759798,0.9841918738139893,0.9782817629197911,0.9696517966053652,0.9791233375821269,0.976789234464033,0.9765891212032369,0.9725683117128635,0.9597225361485769,0.9566347346822869,0.9574070300972811,0.9596409334524542,0.9557844305221058,0.9742238038935799,0.9572625189657563,0.9468768685639629,0.9480205507827121,0.9470510963754142,0.9460335328185187,0.9447222730983543,0.929645590767663,0.9488863166738336,0.9310139764288161,0.9391400940895701,0.9279063055766215,0.9199855333926121,0.9031676645833018,0.8830446495006429,0.8675607320548877,0.8639288400857121,0.8665837602442232,0.8691948728128361
18-Sep,-0.011562669682573799,0.980990553510849,0.987088651426742,0.9897783934903174,0.9903528626022806,0.9874368982247153,0.9896544332152662,0.9924341911794022,0.9900231091824759,0.9938984582271313,0.9891122817458545,0.9891019055551131,0.9815927186816545,0.988505997964957,0.9858415516135118,0.9875841443767884,0.9878876743056748,0.9865719569015252,0.9913916064942776,0.992141267528338,0.9926745587316198,1.0,0.996299662016597,0.9944807718045123,0.9918429656565008,0.9893999776913008,0.9868531443495591,0.9859159526048541,0.9887362969422901,0.980846438922512,0.9782396461041888,0.9845169950507007,0.9923924488012046,0.9924968764426593,0.9924388632845538,0.992181813846894,0.9899619945530369,0.9904130635088974,0.9897594292024802,0.9793180864313381,0.929535385555431,0.8902611168464165,0.9213670760264532,0.944774697612124,0.9344479670125135,0.9473602080031868,0.934983936469163,0.9540480158712626,0.943152437212666,0.9459194692943687,0.9552658944706435,0.9677097401892182,0.9539906511893316,0.9670921575376684,0.9741991504235924,0.9769661938829577,0.9740963000317797,0.9704373455656166,0.9779329407154739,0.9742786231806212,0.9817066673828826,0.9836549276999643,0.9881650116024995,0.9860922205146341,0.9795486403447915,0.9850295487231726,0.985022990847399,0.9835058066717759,0.978450247188384,0.9722788645962868,0.9698630501473754,0.9718770974247525,0.9715691600603461,0.9701849810742948,0.9826761222553219,0.9716803427854288,0.9645547634092629,0.9653400485165222,0.9636751578895585,0.9606057769955475,0.9577053694117453,0.9505207419279545,0.9649107249557218,0.9508340524800808,0.9560544782882239,0.9482647140490185,0.9435936964347035,0.9302276689896267,0.9134170065026754,0.9005091351739948,0.8971749892444083,0.8981223013392439,0.8972532960455579
18-Oct,-0.018671083475084477,0.9850545347769675,0.9896499726989854,0.99245724825317,0.9935856999158094,0.9913772115268294,0.9918449641959003,0.9946743434429185,0.9931399952991778,0.9967831264502397,0.9923779778880727,0.993042872422539,0.9863578093412566,0.9918570328548935,0.9888599881127916,0.9913258934727194,0.9911909317376976,0.9898223339998771,0.994961744296132,0.9939904140927317,0.9942623431275092,0.996299662016597,1.0,0.9971246990287042,0.9953350925322627,0.9930952774600041,0.9898945719679052,0.9898814513836723,0.9929399942280658,0.9855367967743653,0.9821087039623805,0.9871782107086533,0.9954153426304246,0.9949058775739757,0.9951352119604234,0.9953575179769593,0.992847054793827,0.993586929313674,0.9930705498185208,0.981778999429057,0.9309521895372105,0.8923045705140977,0.9257054933420976,0.948965857663912,0.9384167390524111,0.9495584945611685,0.9387202822465612,0.9581010018037304,0.9485233285027476,0.9504951907358438,0.960065809733303,0.9716477534982567,0.9579680051364398,0.970773830195488,0.9768785613427591,0.9788387184498356,0.9766088084670169,0.9708906319018633,0.9789434505064427,0.9751971653157553,0.9837204076617364,0.9852473907203276,0.9894293867434176,0.9874264851829407,0.981574331363304,0.9878559901975849,0.9872877221291777,0.9864619156766012,0.9814249972753252,0.9744493006784437,0.9732645029868175,0.974459644747438,0.9752587097959592,0.9741192806832476,0.9866832627253833,0.9763635494205648,0.9689562152116858,0.9701548787607644,0.9680666047320463,0.9667988229373179,0.9623314558498854,0.9548741967150249,0.9703911971612158,0.9563622539816867,0.9623799502213518,0.953240773263196,0.9485856438459399,0.9352071724045785,0.9176319585801235,0.9045535033714075,0.9002514868037671,0.9001445544305816,0.8998666409568213
18-Nov,-0.021794675082888244,0.9869917242511511,0.9907730357721742,0.991042220860243,0.9925693467164574,0.9907287631438143,0.989511547326038,0.9922540069607604,0.9913763068400657,0.9945405647069989,0.9926317123902416,0.9940565498750042,0.9901015379984692,0.9949570086211422,0.9932665074693107,0.9947282528941976,0.9936718956270467,0.991619832696784,0.9950354587561515,0.9942507834677482,0.9921264949693385,0.9944807718045123,0.9971246990287042,1.0,0.997190319976284,0.9963767816994391,0.9944914945347914,0.9950135966433981,0.9956923234889775,0.9881308138432465,0.98423982810467,0.9885867636808503,0.995341020663894,0.9956958782163996,0.9941498309165152,0.9961534666848233,0.9935525751080077,0.9963535291923427,0.9941526244287332,0.9877595718590906,0.942254949186659,0.9072558389089631,0.9362522463921985,0.9543403647133178,0.9394144377680627,0.9496761650806806,0.9396944375008985,0.9610795531396052,0.9546331704139374,0.9598747052444293,0.9677717996845041,0.9729418082788669,0.9572260478680368,0.9686543972665598,0.9738007845801847,0.9757747020083677,0.9697733861582675,0.9614184425886978,0.9715898588661483,0.9688880958796825,0.9808592971520643,0.9807247426251322,0.9887136643081164,0.9849818966072433,0.9779832361641534,0.9856622194491707,0.9840603818760315,0.9815411478880804,0.9747068239160823,0.9667676799999045,0.9652933109698508,0.9707858064712437,0.9740170396926056,0.9706353305765664,0.9850076527251364,0.9722399852554895,0.9623068118101457,0.9632295109616951,0.9609234009732721,0.9608568297810268,0.9561947953163226,0.9482740780929361,0.9663068814959892,0.9537880282781314,0.9643534693014731,0.9492175736251702,0.9435841892778342,0.9290338151795151,0.9082193023774452,0.8936209837817305,0.8895815329090346,0.8871702353361794,0.8837542772104231
18-Dec,-0.026909017608794033,0.9895326112752465,0.9921941394578242,0.992339036347749,0.9927086226362082,0.9920319992767802,0.987682995471164,0.9893261514376617,0.9898319613877766,0.9927174059437608,0.9922198390835866,0.9940628251029544,0.9930167111325416,0.996270896251433,0.992904229522665,0.9947019403574392,0.9948327982333934,0.9941466197519183,0.996111473326629,0.9942885841386707,0.9904316248588932,0.9918429656565008,0.9953350925322627,0.997190319976284,1.0,0.9978756297183456,0.9958735449619688,0.9958694935959789,0.9972274519055906,0.9926474613182229,0.9899138088398609,0.9940289914864915,0.9963301240029802,0.9953270828947983,0.9956023623687138,0.9961938377614892,0.9959201076490919,0.9972623824048258,0.9971792756445839,0.9904564158934513,0.9441030723746276,0.9068548758203816,0.9374743629528118,0.9563803281768817,0.9404205361982986,0.9494820808938875,0.9424987514422081,0.9650981101280821,0.9603621463187306,0.9652473843181191,0.9739132736171352,0.9792933944186674,0.9660471139346826,0.9748081385361254,0.9760998684760895,0.9776287678170615,0.9699020866035652,0.9608720865236573,0.9705445352198556,0.9678415924754665,0.9827260569244414,0.981787712090848,0.987925208482148,0.9844647769007141,0.9778891745212458,0.9860741481173017,0.9848202940462728,0.9813446647146646,0.9755159342400653,0.967427206246661,0.9655003901565742,0.9707774741108338,0.9763512002656287,0.973216721931553,0.9860920689855216,0.9735648582664428,0.9639362843597309,0.9646494181344505,0.9628387388110079,0.9649689462614719,0.958745800382162,0.9512141333733583,0.9693251705691566,0.957892390839753,0.9680998936896169,0.9540003696696919,0.946004946616837,0.930898783556386,0.9088231900910412,0.8935124541354886,0.888952062509565,0.8870600990846557,0.882009238337216
19-Jan,-0.019798096806596558,0.9912611347769621,0.9928179336455817,0.9924183529325775,0.991553311486301,0.9898621497769173,0.9865449523870758,0.9890353603812476,0.9901957970041921,0.9919230501063039,0.9917798282645884,0.9929447770286863,0.9924998881176292,0.9965359048761049,0.994167328880916,0.9950503438740629,0.9950938713761176,0.9945288099970531,0.994653623883135,0.993981062603532,0.991097355477895,0.9893999776913008,0.9930952774600041,0.9963767816994391,0.9978756297183456,1.0,0.9978171332738195,0.9970554543144234,0.9973125112887401,0.9911461248369606,0.9889389545617556,0.9943141027253621,0.9961580386589434,0.9937845812071459,0.9929966470787409,0.9934825117742966,0.9926403905520486,0.9958173450275193,0.995122201906996,0.9884791533177912,0.9355801963961164,0.8961577241014154,0.9286122822520426,0.9482239004527891,0.9327439288228463,0.9405945238113398,0.934132249060425,0.9588846958894587,0.9547096437606867,0.9632331719821442,0.9725892367630049,0.977898840581288,0.9617294028034447,0.970018441173426,0.9716381072004107,0.9734251429146903,0.9661045070254083,0.9550419397081804,0.9642820301157785,0.9606081008472422,0.9786804690320849,0.9780275183691883,0.9852685063536478,0.9802741139289188,0.9726968738614972,0.9825922031138143,0.9804580294743365,0.9775685069653647,0.9716272736342515,0.9604218460542788,0.9579829992014629,0.963738369687507,0.9695638920761224,0.9663616739762739,0.9813628754669618,0.9665341088502967,0.9561080267881782,0.9572992785627847,0.9559598269897609,0.9582959455690209,0.9539511453157838,0.9424298235796371,0.9628129671648442,0.9508565263452169,0.9613549240166268,0.9468296567063497,0.9371558869449219,0.9200195151959119,0.8968983826746656,0.8801572616477105,0.8752880241912183,0.8741557728770952,0.869672773955033
