,0
0,-0.4800462211028953
1,-0.6611015676152037
2,-0.6153850725262062
3,-0.729396932919391
4,-0.5534655757571385
5,-0.9005239909620797
6,-0.7483619218422963
7,-1.176702969032444
8,-0.35631131358064394
9,-0.7750314998644208
10,-0.802979001820038
11,-0.562160359980159
12,-0.5134396904047231
13,-0.2859364947244045
14,-0.5675773414734806
15,1.8309426755388727
16,-0.2744066605574651
17,-0.7680842237536658
18,-0.9907083841320259
19,0.44949867212722694
20,-0.2104759654641839
21,-0.3572179523774115
22,-0.5896217241250534
23,-0.6749804627075013
24,-0.5975433612077934
25,-0.31383917573079545
26,1.8803723677512427
27,-0.4776803534844154
28,-0.7850559839034101
29,-0.6939489205641496
30,-0.47256598573196795
31,1.0737251696913552
32,-0.5449842283638229
33,-0.9624106305396767
34,-1.1997160243944434
35,0.2831004321550612
36,-0.3554819107756315
37,-0.8651030845709551
38,-0.7709527820256219
39,-0.1770378968589048
40,-0.3920393410741223
41,-0.3004812817505558
42,1.0327831449087932
43,0.4228092186142294
44,-0.7300257153634546
45,-0.6972538682503835
46,-0.5177200991814401
47,-0.47191505104568243
48,-0.86288864359839
49,-0.7945402174790828
50,-0.8326338758638014
51,-0.6923015881267371
52,-0.6271862492331719
53,5.431223356141443
54,-0.5930246562565329
55,-0.8468935829112967
56,-0.4011843007809044
57,-0.55767789316078
58,1.039666299429411
59,-0.770175131726226
60,-0.7950541158134388
61,-0.876623183005965
62,-0.6969484635589955
63,-0.8292057507841992
64,-0.8037898698928099
65,-1.0678905795989468
66,-0.2512134989663304
67,-0.47331493715788175
68,-0.9075888575652025
69,-0.27660872115457913
70,-0.0030439824914165747
71,-0.8359304711189344
72,-0.47516531778294535
73,-0.54526850082696
74,-0.9045911484616531
75,-0.7710403060479019
76,-0.8077792651504847
77,-0.6171920443130339
78,-0.3089516088580333
79,-0.3119210759640114
80,-0.5406866283796958
81,2.300447218563464
82,0.5843871345075735
83,2.8744877033949403
84,0.5119433160487423
85,-0.5837207165220519
86,2.1672874455696225
87,-0.3695541808513614
88,-1.4066568779228938
89,-0.8243066859613637
90,18.487496788575655
91,0.611617535100069
92,-0.6309601668437566
93,-1.1461933993200963
94,0.5168358765134378
95,-0.7978636765996878
96,1.9911989405240456
97,-0.7918141050913969
98,-1.0443117991522972
99,-1.1686013800902686
100,-0.4102822227730045
101,-0.4357929849700466
102,-0.6948907796469332
103,-0.023588758697727474
104,-0.09857752612887438
105,-0.7684928428616944
106,-1.0418782484938869
107,4.034016891510763
108,-0.23591366129998992
109,-0.8075008301264428
110,-0.6923880767795261
111,-0.9325859940724093
112,-0.7736516582852953
113,-0.6951390227560785
114,-0.8881027941067816
115,-1.2751086596139312
116,-0.3111537626407368
117,-0.5174276285211206
118,-0.9146368289137556
119,-0.5555965242705794
120,-0.35160444312324657
121,-0.7666442594239493
122,-0.801726635619989
123,1.419424393982275
124,0.09285292294461245
125,-0.7363406763847764
126,-0.7600387964795847
127,0.06878884345091141
128,-0.21532793693131858
129,-0.5871744925491931
130,-0.7275119063524804
131,-0.638257532015662
132,-0.5642805840306173
133,-0.8519089855440525
134,2.886350451958825
135,-0.5367942329501321
136,-0.5943668483432889
137,-0.49653885850055746
138,-0.47244968974417345
139,-0.41724220632007825
140,-0.8047401676942538
141,-0.7731863091173183
142,-1.0901255482910241
143,1.446978433719622
144,-0.9033820631619935
145,-0.8754861985053601
146,-0.46127562379260123
147,-0.24241603231931474
148,-0.9774375764779273
149,-0.6966386866301257
150,0.2532456912835115
151,1.0323916323430864
152,-0.7077809783902729
153,-0.4991113474107016
154,1.3244842646664217
155,-0.42173425348047777
156,-0.5427512211164482
157,-0.6490160091037867
158,-0.5878990303146314
159,-0.6195963241614044
160,-0.5168906168301115
161,-0.6603953148767383
162,-0.7631721493096943
163,-0.9452830878365095
164,-0.36876263206936644
165,-0.4711005180027912
166,-0.22618614225517408
167,-0.3221340675292197
168,-0.769346942872426
169,-1.1009953795536593
170,-0.4264392430278865
171,0.3402181100232933
172,-0.7568336720069233
173,-0.6523153776396811
174,-0.3954481021790355
175,-0.6206220079938682
176,-0.45437954288249394
177,0.6229832549207344
178,0.287145522993574
179,-0.7486213727186741
180,-0.48009913156050077
181,-0.5633790060147899
182,-0.6364423131592956
183,-0.4022500873310677
184,-0.7718938777896556
185,-1.0152927925632138
186,-0.48024377270550556
187,-0.9429465747712169
188,0.1938367194110957
189,-0.6916714410347411
190,0.010708112220795485
191,-0.6696222334771171
192,-0.35437711221282386
193,-0.4989166005253569
194,-0.6254655573741341
195,-0.6472288989225432
196,-1.0158781689783858
197,0.8240152432219046
198,-0.3718708759715166
199,-0.46352537781670433
200,-0.6266473489355548
201,-0.3256338137629018
202,0.4607261749412812
203,-0.033088645277481454
204,2.1932946172194865
205,0.4982104679127364
