,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb,23-Mar,23-Apr,23-May,23-Jun,23-Jul,23-Aug,23-Sep,23-Oct,23-Nov,23-Dec,24-Jan,24-Feb,24-Mar,24-Apr,24-May,24-Jun,24-Jul,24-Aug
17-Nov,0.9889998488015752,0.993330181285532,0.9931876796196699,0.9963094478587863,0.9943937291473874,0.9881211051756515,0.9906180533131199,0.9921797673421294,0.9939623778471267,0.998569646817549,1.0,0.9962863983408411,0.9958988379870519,0.9955437616244701,0.9968301526805771,0.994761472610266,0.9953805024236415,0.9970260381724989,0.9906579629663536,0.9925057275694124,0.9922715999410935,0.9931356716910467,0.9938152173643853,0.992446529591755,0.9922626434705428,0.9914122718811836,0.9949675127864807,0.9897494250746326,0.985729550495842,0.9897287010985397,0.9938319933165324,0.994229710208929,0.9920880162630539,0.9922751907277759,0.9885043402218062,0.991603955749822,0.9920412979174973,0.9856424351896901,0.952021966140743,0.9410197822370511,0.9504009525820577,0.9432106161346497,0.9624587020737996,0.9559902095423267,0.9634827498482702,0.9704670152678591,0.9785270784064308,0.9653197244279106,0.9744483571329994,0.9785286614398773,0.9801839822145428,0.9742517215623104,0.9637642974111679,0.9723519724275121,0.9688891617216313,0.9820014413802024,0.9806646241780607,0.9894808940126455,0.9862075375806459,0.9808777335294235,0.987004034796732,0.9844055462432595,0.9813130917375963,0.9777540090441206,0.9680539183961353,0.9657125470401055,0.9698092301075631,0.9735658477025491,0.9684926333062258,0.9808470760041836,0.9673207732930109,0.9556334764731661,0.9584473463727249,0.9561544220489501,0.9547343175089033,0.9587904698152651,0.9415658756398605,0.9600468617651327,0.9464654676020797,0.9575571253955268,0.9425544153442096,0.9342089529630667,0.9215759104982877,0.8993437233072205,0.885671758035445,0.8802372833901252,0.8796877259468298,0.8774426466315688
18-Jan,0.9935002246602199,0.9964615843268899,0.9945303977137708,0.9948602209764079,0.9939640013007103,0.9894198388252049,0.9888703392663795,0.990040794739207,0.992712418360858,0.995126008831732,0.9962863983408411,1.0,0.9976692683924996,0.9983745173464397,0.998755470379464,0.9979535576062539,0.9973485331060447,0.9965691469382695,0.9896462615938888,0.9914111283355174,0.9916418299658347,0.9945979655908056,0.9961957231648286,0.9963825612576644,0.9968597007332253,0.9965623462267187,0.9978813021474346,0.993926154932256,0.9907968271784159,0.9931635232335831,0.9938203004286651,0.9931269597415072,0.9918534801715471,0.9924945055425217,0.9902667267246053,0.9946622454903342,0.9946787447921805,0.9904464456401428,0.9483200962992622,0.9317567443229828,0.9419119141510499,0.9361919205368027,0.9586290124321664,0.9538857294162852,0.9622840805959709,0.9709319478564628,0.976277819041858,0.960045894958422,0.9709775761512914,0.9747850687242084,0.975352170223675,0.9674653670235492,0.9567124821536719,0.965213839978426,0.962591861820491,0.9791686076388092,0.9785183245322191,0.9874820816396077,0.9830930179617424,0.9759773424846987,0.9847890317431545,0.9818538008614237,0.9772161142694071,0.9707882648400987,0.9612346663110589,0.9583203063102039,0.9650283413068645,0.9700425184916438,0.9663443973650658,0.9804204641652161,0.9662034555720176,0.9544817293344733,0.956725636199784,0.9536173341383871,0.9529012389319783,0.954349984996228,0.9392807472155297,0.9594960814522976,0.9479287168806065,0.9599299727700009,0.9447090316811892,0.9358789504933318,0.9216439847462192,0.8971803383254674,0.8833776492299857,0.8779701739078324,0.8742119014343039,0.8674374812593962
18-Feb,0.9901922542067131,0.9937839338496394,0.9912443409201355,0.993243279250584,0.9907694954524314,0.9857835479597296,0.9873800781576167,0.9883075469632127,0.9907752875447104,0.9955379494644123,0.9958988379870519,0.9976692683924996,1.0,0.9987665299618601,0.9980365261641668,0.9959920474134021,0.9936524500663773,0.9954944883890557,0.9896440897244158,0.9890605814551415,0.9887836014722675,0.9928937762493835,0.9930857597864265,0.994148147465951,0.9965616431934438,0.9962185836387829,0.9964716440003943,0.9902746773059085,0.9870936942112968,0.9899538662724474,0.9924050488020263,0.9933706273291943,0.9885750947644621,0.9908055055557445,0.9863087051545816,0.9928866633289594,0.991071703429849,0.989324575116472,0.943859827055896,0.9281155588427504,0.9377534061335996,0.9299139800946461,0.9534527800313922,0.9477231208171865,0.9609136358994121,0.9677763176085094,0.9729437409829703,0.9554256598602846,0.9656908236632306,0.9692784059037142,0.9708870177067068,0.9628246205194978,0.95011318127203,0.960324098257882,0.9559928176580657,0.9735312112265838,0.9730405910284002,0.9856015458146005,0.9799884521752162,0.9723045102774441,0.9817882833940539,0.9771564640024839,0.9722683793698307,0.9659853454803523,0.9539783381369813,0.9513794331474964,0.9588859580240796,0.9643758785340902,0.957688268518774,0.9749651377465368,0.9580554036230632,0.9441155510077547,0.9478484224883067,0.9441503971796784,0.9419290883876945,0.9455974093720774,0.9268162554684566,0.9489716679477254,0.935879820433736,0.9512830763375492,0.9314587961276615,0.922345567461693,0.9075437836713912,0.8811854523626999,0.8665193647933872,0.8607037996733949,0.8578017223117396,0.8529386000609465
18-Mar,0.9906912291155751,0.9944206616424299,0.9921318566881157,0.9939773768961121,0.9925696990197088,0.9882272227103492,0.9882666041236198,0.9888712840765564,0.9923371958153613,0.9950570944483133,0.9955437616244701,0.9983745173464397,0.9987665299618601,1.0,0.9986126186568458,0.9971954873472905,0.9959421981031108,0.9956217653388858,0.9894564283224135,0.9910644366227935,0.991210200799584,0.994339777574812,0.9948014476795639,0.995058009901495,0.9966202608352632,0.9968783012989055,0.9973482615782354,0.9928036767896339,0.9890266147914129,0.991323059351268,0.9932948178078059,0.9938622855982304,0.9908750889463658,0.9925969720864171,0.9886970537914105,0.9942781551769846,0.9929969002471345,0.9901381941252066,0.9450219081132415,0.9281577479023093,0.9389660440780989,0.9311783595933812,0.9546855253390845,0.9482634433910426,0.9588712751727357,0.9670395063263466,0.9733416042231707,0.9566362659173131,0.9682893527527148,0.9723014292835968,0.9728536099702808,0.9655247452118776,0.9542068278838547,0.9633871474411797,0.9596954470742013,0.9757728678248235,0.9760617219854282,0.9865386920922374,0.9818731809027358,0.9745168469361843,0.9839632358934762,0.9797770865451578,0.9747666052352216,0.9678048477107143,0.9579458193812831,0.9559761911470569,0.9623253754847121,0.9669674873382668,0.9621087092304627,0.9777936099344177,0.9632979294804651,0.9510071547335078,0.9542284759166411,0.9502438603294578,0.9480298282706171,0.9504321223880842,0.9342919601992115,0.9550804006263939,0.9425665953653685,0.9560836328834901,0.9386467311888993,0.9305164896851825,0.9167128006297722,0.8912246480201081,0.87763018308623,0.8715863897700162,0.8679490994020973,0.8623231267015413
18-Apr,0.9919404036761938,0.9955144518302734,0.9938296006216389,0.9950759377333526,0.9937751152503385,0.9890925186692803,0.9891758208408478,0.9904377549048792,0.9931685578690674,0.9964782477487247,0.9968301526805771,0.998755470379464,0.9980365261641668,0.9986126186568458,1.0,0.9985906966752989,0.9974612013480981,0.9974250872149916,0.9900679538385511,0.9920181292218233,0.9912713772456722,0.993437294889497,0.9951797746800465,0.9951735349524231,0.9960368156063527,0.9955870217039625,0.997207616185859,0.9937077637700209,0.9900692298490932,0.9935279909829239,0.9943629584604485,0.9936384930985301,0.9921506770442962,0.9922463368553751,0.9893658282018667,0.9934308440598153,0.9938468678187183,0.9893342147189281,0.9464653889867672,0.9314344775008593,0.9418148567458517,0.9354087489548455,0.9578882250293669,0.9517118241994503,0.9612259590667406,0.9694651760456605,0.9765817846589806,0.961523078607694,0.9719124944613582,0.9755993569264143,0.976348926224206,0.9691975670406742,0.9585948067924711,0.9664758013927579,0.9634998431700071,0.9792507259024443,0.9790851534310747,0.9877277064512685,0.9838791025522249,0.9771622644572339,0.9855903334215786,0.9822274854043512,0.9778605116732747,0.9722380314356831,0.9624627211348719,0.9596359347522078,0.9651508308898457,0.9695447873386603,0.9652461254974328,0.9788595178804566,0.9650341200017263,0.9535718786148484,0.9562284712781365,0.952970157100065,0.9512267360374599,0.9538281962584163,0.937711807151314,0.9575857822162901,0.944852202201,0.9568597700746626,0.9415853135858289,0.9323139718661025,0.9184549244162431,0.8939639622221024,0.8801694261465102,0.8746978163455401,0.8723124454580284,0.8667157659846115
18-May,0.9927166091411401,0.9951270118037453,0.9935073001908781,0.9932753298871018,0.9918879550970784,0.9872757112856752,0.9858240339390153,0.9873115612185843,0.9910699821662169,0.9941122706389187,0.994761472610266,0.9979535576062539,0.9959920474134021,0.9971954873472905,0.9985906966752989,1.0,0.9974120931709176,0.9962174083755814,0.9884486754319444,0.9901520234713412,0.9896485849236727,0.9912114367755936,0.9942937288656181,0.9943582441174573,0.9947311230488901,0.994488401425628,0.996573060466738,0.9948342915629826,0.9905246990507758,0.9943715756983816,0.9931578186307615,0.9904057461778893,0.9905054187573629,0.9896312782405344,0.9874196312088156,0.9911003000935174,0.9927313254625777,0.9868318581151692,0.9416085056289301,0.9251229402760069,0.9363874629127954,0.9312435941904634,0.9547390247117055,0.9482969351160543,0.9569957032983732,0.9670504305557073,0.9756932817417168,0.9611943437608226,0.972206865278664,0.9750089903871978,0.9747415439399322,0.9679146451469717,0.9579171686338532,0.9642607316396357,0.9608667434667044,0.9774475520400834,0.9781786843810429,0.9850186349327724,0.9817845802759747,0.9752368353816926,0.983976758416999,0.9806759903888324,0.9761481230441393,0.9701203489344846,0.9603151112837458,0.9570672948256373,0.9618746770940503,0.9660465247388067,0.9629495928572563,0.9763741223801081,0.963409674655101,0.9525520173068782,0.9549947011074501,0.9515780267198952,0.9504592674423882,0.9518839517634682,0.9359240810486228,0.9560019510364107,0.943390664285636,0.9543495210925176,0.9410284180561761,0.9312862395991063,0.917331231042436,0.8926331485312006,0.8796311887285271,0.8734062845981982,0.8703960601071278,0.8640133097226184
18-Jun,0.9911008154978274,0.9949870954998801,0.9948690812760375,0.9952552005435825,0.9950887161472043,0.9910255412952461,0.9901581395850139,0.9911697707955708,0.9947471383555464,0.9942412777624735,0.9953805024236415,0.9973485331060447,0.9936524500663773,0.9959421981031108,0.9974612013480981,0.9974120931709176,1.0,0.9969088381390585,0.9901585872648319,0.9944611105877693,0.9946085740967833,0.9943771415779726,0.9960468005110121,0.994421114177396,0.9933831284261793,0.9935194257653809,0.9964122631176746,0.9942874074292523,0.9900457447211235,0.9931322552148883,0.9947117979938691,0.9930416894279116,0.9947169418990722,0.9937741686900309,0.9923068299268901,0.9938991145917462,0.9952245201879224,0.987316006139283,0.9501470599608524,0.9359049127777653,0.9469675398238014,0.9406897171867236,0.960308658241246,0.9539756988655329,0.9573875775272808,0.9670678105363509,0.9759668933683002,0.9623781651426195,0.9744981177875254,0.9791443764135086,0.9796774405132228,0.9735157342856584,0.9657644047417622,0.97232198147901,0.9702159211040107,0.9827734467599853,0.9832395416000561,0.988654326938159,0.9862988054756558,0.9803473438680375,0.9878097671658299,0.9861132357754774,0.9828726772362589,0.9773957773885379,0.9699590499266839,0.9675426641500386,0.9713065945210443,0.9737911091711672,0.9721011298925535,0.9832853850972048,0.9731059189458482,0.9639719702105692,0.965310251662667,0.962762624921951,0.9619213298763123,0.9627940590523101,0.9494672026924069,0.9666595703316478,0.9545005231599151,0.9630305674034223,0.9518708824332297,0.9446391963513978,0.9316872211247045,0.9103686185684258,0.8984836893174125,0.8933574019596678,0.8909925305040834,0.885258671132041
18-Jul,0.9901752739311767,0.9945357953259646,0.9945767388353536,0.9962749237848698,0.9935512779480009,0.9899639320258778,0.9928973196782125,0.994039835982241,0.9959164913039188,0.9975241383920523,0.9970260381724989,0.9965691469382695,0.9954944883890557,0.9956217653388858,0.9974250872149916,0.9962174083755814,0.9969088381390585,1.0,0.9946782463895624,0.9953031574007322,0.9936932296930912,0.9936637726026862,0.9943461374909192,0.9938601456641923,0.9939948747344364,0.9918216588028402,0.995169219205532,0.9890449938943945,0.9856875742122452,0.9915857129172039,0.996057506003777,0.9952900218133711,0.9934814234445012,0.9931003768252143,0.9895155607439565,0.9925961691063786,0.9929492408040286,0.9855296150691594,0.9451675444868377,0.9342075217317809,0.9443415803613583,0.9357798052189243,0.9558821339707154,0.9481437369329008,0.9567488310158461,0.9645774549357939,0.9753333305197385,0.9602796613632553,0.9713273985447863,0.9772336417862258,0.9793679790745998,0.9750467266844116,0.9658094441304063,0.9727322493115426,0.9692054373444456,0.982795991411309,0.9827903261119029,0.9910279452908938,0.9869202918386103,0.9807156990522158,0.9880485966833527,0.9855025092355792,0.9830761634348419,0.9788617976361488,0.9686948861636051,0.9656489111734055,0.9687483298569968,0.9716215246461561,0.9676428139822424,0.980689162662374,0.9667892834487272,0.9558862743737694,0.9578662392168656,0.9561891455144651,0.9539876900582561,0.9588525848799309,0.9411119879909504,0.9587757418356032,0.9441275213509066,0.9541255155728702,0.9415668453730889,0.9326699741284675,0.9189688807950865,0.8971343124649881,0.8834363282361447,0.8789560143451338,0.8793801777902953,0.8767281567231175
18-Aug,0.9864255626636691,0.9895142439761789,0.992139428841478,0.992141835436969,0.9865572300759764,0.9875428193728063,0.9933726702800302,0.9940055641303636,0.9952461151523211,0.992005373746152,0.9906579629663536,0.9896462615938888,0.9896440897244158,0.9894564283224135,0.9900679538385511,0.9884486754319444,0.9901585872648319,0.9946782463895624,1.0,0.9952418444554743,0.9943325453479708,0.9920046268560123,0.9907545665926208,0.991448625246115,0.9904704382048598,0.9872794747874449,0.9902460189161435,0.9782501851385129,0.9768706616529919,0.9845662983053634,0.9941463481509608,0.9934229838222564,0.9892019125380241,0.989693370576814,0.986108138947488,0.988795023984256,0.987727121333584,0.9753921025980508,0.9294459965611241,0.9214095132406825,0.9313848076064287,0.9208690922025563,0.9411667948632716,0.9313079455743146,0.9410818642893831,0.9502308849467646,0.9630690110069676,0.9428410323232235,0.9565430179184389,0.9650544599388693,0.9693390183822876,0.9688450598790503,0.9600790384427573,0.9680641940323379,0.9617291501385186,0.974025815710262,0.9754268658229532,0.9848668365933396,0.9789047770172283,0.970600399344555,0.9801404171035499,0.9775337675548934,0.9772886767062885,0.9734734842003945,0.9613378900799218,0.9580282884724415,0.9595274812038586,0.9603667162646747,0.9578292248951958,0.9748284826384302,0.9588081878334586,0.9487152295440234,0.9500006174332003,0.949036715475931,0.9476701713624589,0.9527477811503815,0.9321643935174936,0.9504668008358625,0.9334939386016932,0.9410058200422446,0.9305079073547121,0.9223301605783724,0.9065014929008477,0.8861102565221219,0.8717046837693354,0.8680707046950521,0.8708604142774125,0.8723698100473862
18-Sep,0.9833833952903703,0.9896369468516748,0.9921955355779479,0.9933841618619275,0.9907717379944752,0.9918134689783614,0.9941441646598919,0.9935520529456667,0.9967599822683836,0.9926012729743804,0.9925057275694124,0.9914111283355174,0.9890605814551415,0.9910644366227935,0.9920181292218233,0.9901520234713412,0.9944611105877693,0.9953031574007322,0.9952418444554743,1.0,0.998130727229353,0.9956699459155733,0.9942864989792832,0.9919903983887327,0.9893515854636089,0.9886314338619038,0.9915799275273228,0.9855971088159365,0.9818124808331572,0.9867381893853142,0.9941841854191108,0.995236352191824,0.9955784202869139,0.994541556568716,0.992560663632742,0.9927831004096548,0.9923902470010468,0.9821038875499795,0.9482307919206912,0.9386466876754134,0.950852107784842,0.9407345527595186,0.9573452635138898,0.9467096722326093,0.9496110775903533,0.9581354821747082,0.9707842138529552,0.9548692769490187,0.9689008973910543,0.9778044204010543,0.9805009744404224,0.9779599521467652,0.9729126645337252,0.9806614585634996,0.9770164584157719,0.9845295941236843,0.985540614528353,0.9910091687538775,0.9883067972336167,0.9822037849264836,0.988323139174031,0.9878350643684352,0.9863189763455326,0.9817806382696409,0.9754710308753455,0.9731579152540873,0.9756465726570124,0.9753699123028323,0.9740096833400405,0.985665354089268,0.9745995518432536,0.9667726343640405,0.9680797797251193,0.9665822416309989,0.9631389745193102,0.9680825592650188,0.9536329536819909,0.9674666752324634,0.9539161395221565,0.9591002317430796,0.9512552714933757,0.9458761780917014,0.9333890325431417,0.9158668536394892,0.9036377226428035,0.9006305037315263,0.9015549947295267,0.9000074265689705
18-Oct,0.9846096824372977,0.9895446198799847,0.9923625676957348,0.9934294484161266,0.9909240769859622,0.9915091966392173,0.9942207924568769,0.993662522262846,0.9966269416375568,0.992028343663973,0.9922715999410935,0.9916418299658347,0.9887836014722675,0.991210200799584,0.9912713772456722,0.9896485849236727,0.9946085740967833,0.9936932296930912,0.9943325453479708,0.998130727229353,1.0,0.9970145584985906,0.9952294579072228,0.9932575354413069,0.9899672621816764,0.9900520516514418,0.992895822444669,0.9852847034550509,0.9816686698892373,0.9856378678169202,0.9944285296682192,0.9948105735140484,0.9951240884036936,0.9950996591315177,0.9925803739397345,0.9933827955822563,0.9927097948793528,0.9809856262992664,0.9486775149576934,0.9381735712260401,0.9500118058253572,0.9405227468999741,0.9572295372532582,0.9481448344051903,0.9497306794511177,0.9591446193729843,0.969974741013016,0.9529857144687268,0.9679265648975948,0.9770186137962338,0.9788010297073307,0.9772331414849511,0.9716806176194148,0.9794267513878935,0.9758759489361614,0.9834675158199352,0.9847571370512538,0.9897702292326807,0.987450574784792,0.9818204152433191,0.9884899746792528,0.9874379424534026,0.9867161992714911,0.9818664193543458,0.9752101323290534,0.9736361336289961,0.9754748011472025,0.9749698652587453,0.9750609705229674,0.9867793133038587,0.9772058985838954,0.9698881927318348,0.9710682689563871,0.9691861133623776,0.9677667405987769,0.970619761487682,0.9564908316416868,0.9712802543729347,0.957938933434524,0.9632125709760838,0.9548083295143655,0.9500356845995196,0.9373877601304454,0.9197887250470557,0.9076096325302782,0.9034187286935805,0.9035424783265718,0.9025232849569
18-Nov,0.9862909322464007,0.9903338396827418,0.9906134971010897,0.992116652622265,0.9899874014101115,0.9889353099577902,0.9915149767562125,0.991564032236525,0.9942007249276117,0.9921897167011,0.9931356716910467,0.9945979655908056,0.9928937762493835,0.994339777574812,0.993437294889497,0.9912114367755936,0.9943771415779726,0.9936637726026862,0.9920046268560123,0.9956699459155733,0.9970145584985906,1.0,0.9967842928261305,0.9962799719193591,0.9942693822417511,0.9949839709621146,0.9953214191076485,0.9872552760190383,0.9831962677896088,0.9863440238507963,0.9938880106399468,0.9952252504495338,0.9936393409326026,0.9956986817666325,0.9928503072231546,0.9958356373577083,0.9934087374095647,0.986555006289174,0.9537308848210212,0.9388591977634013,0.949919104199822,0.9408831213009216,0.9597969922329456,0.953823309050669,0.9584611279604278,0.9663493954691078,0.9706360793541062,0.9512697139892923,0.9650148998934182,0.9736170725914052,0.9754676289191804,0.9701780687174887,0.9622102000193973,0.972067386114174,0.9695685376284581,0.9804053937266969,0.9799029049719703,0.9886297662350202,0.9847751817020722,0.9780970200135691,0.9859842764814435,0.9839401517672501,0.9816846080611759,0.9749747060768204,0.9674487702686393,0.9655776398181295,0.9714671004763534,0.9734782246559266,0.971365828661011,0.9850788438986132,0.9728971104163677,0.9632824960924297,0.9642649585743173,0.9620426464478589,0.9620764760990582,0.962984578527735,0.9501198034282522,0.9673903186475924,0.9554480200061503,0.9651190455886846,0.9509010844406506,0.9452821434925622,0.9313945176995425,0.9108639930863187,0.8970103298318817,0.8928716529143389,0.8907486360813514,0.8867749788513907
18-Dec,0.9892834415115368,0.9922520567044998,0.9924758913776736,0.9929333223377345,0.9921145909525514,0.987336491694453,0.9887033635949096,0.9902315718551672,0.9925119738636533,0.992254417092001,0.9938152173643853,0.9961957231648286,0.9930857597864265,0.9948014476795639,0.9951797746800465,0.9942937288656181,0.9960468005110121,0.9943461374909192,0.9907545665926208,0.9942864989792832,0.9952294579072228,0.9967842928261305,1.0,0.9978080987688538,0.9958476164710264,0.9959106996063036,0.9973115970078302,0.9927753486560884,0.989802291719697,0.99329527041545,0.9959852430299732,0.9953621863388823,0.9957529598888164,0.996103483726566,0.9958167514256685,0.9970548366325914,0.9972410565906434,0.9900068329160328,0.9565786602384522,0.9404912127455057,0.9501856983610446,0.944396426073621,0.9648797856243613,0.9604670648770933,0.9649963807566774,0.9734555411309607,0.9785272824310973,0.9625645733666814,0.973220737608742,0.9766085465145542,0.9781250975781912,0.9714094054431166,0.9624580728458779,0.9716139280409644,0.9691794931729272,0.9832379712453946,0.9822085186951303,0.9886358259463324,0.9850149654702353,0.9787498997624897,0.9869326876685169,0.9852761249948302,0.9819149254846941,0.9765852971288472,0.9689728470008433,0.9669275284202562,0.9727422747418549,0.9768833988223319,0.9749359719518852,0.9863647697288341,0.9746801993938919,0.96514394923591,0.9660003403319214,0.9642120974114801,0.9659673820159359,0.9650054431208677,0.9528410725465993,0.9701619119340658,0.9591161200999395,0.9690250105847832,0.9555359351060161,0.9471664533257913,0.9328896832181053,0.9105414634126923,0.8961657985834107,0.8914868405036276,0.8900007093597575,0.884101182434112
19-Jan,0.9908043413133399,0.99283310573457,0.9924767097101138,0.9916604137575414,0.9897060854093227,0.9866177350779763,0.9888005875686231,0.9907124727567628,0.9920207194564513,0.991702108966924,0.992446529591755,0.9963825612576644,0.994148147465951,0.995058009901495,0.9951735349524231,0.9943582441174573,0.994421114177396,0.9938601456641923,0.991448625246115,0.9919903983887327,0.9932575354413069,0.9962799719193591,0.9978080987688538,1.0,0.997834177808528,0.9971144826143671,0.9972530925863103,0.9908018366149879,0.9882705517631859,0.9926814537737435,0.9952945155757049,0.9938515019547894,0.9930608956926656,0.9934013973406551,0.992404256184027,0.9956406614770389,0.9949669875327628,0.9877618179791844,0.9479726572691793,0.9324283874182585,0.9412727066568496,0.9359668896861582,0.9580919259291447,0.954078129826416,0.9619937798691903,0.9712972794689627,0.9761755328224991,0.9566770435211474,0.9673990697555216,0.9720490534842188,0.9737824689463475,0.9673991364899506,0.9567246911253812,0.9654906546852066,0.9620525035678813,0.978952220656479,0.9781973040633201,0.9859796849470228,0.9808566851746084,0.9735533964000959,0.9834985594698769,0.9810576126442567,0.9782505892158555,0.9725047977974589,0.9618966474645417,0.9591906265113388,0.9653608916796981,0.9697203642985962,0.9678294720977597,0.9818168797187837,0.9677715692936698,0.9576132206650235,0.9588811475149531,0.9575521517073169,0.9594985994206878,0.9587976455563144,0.9444404375306079,0.9639092518308624,0.9524958400653878,0.9622593256160842,0.9486827940798644,0.9389766759672268,0.9227261384452295,0.8996269818280728,0.8839007856872665,0.8789523749158454,0.8781264120725508,0.8729613841320492
19-Feb,0.9914631204216778,0.9931982866428842,0.9918299533061896,0.9911647997721442,0.9889938449375584,0.9844300459791997,0.9868775262965577,0.9889620109967135,0.9903861262788106,0.991887767261811,0.9922626434705428,0.9968597007332253,0.9965616431934438,0.9966202608352632,0.9960368156063527,0.9947311230488901,0.9933831284261793,0.9939948747344364,0.9904704382048598,0.9893515854636089,0.9899672621816764,0.9942693822417511,0.9958476164710264,0.997834177808528,1.0,0.9984842870820735,0.9977078178998166,0.9908128602899335,0.9883000124014935,0.9924582365843263,0.9945174672280696,0.9935136880316393,0.9899323155849855,0.991779482820043,0.9894624878698788,0.9949111342843164,0.9932198815509633,0.9883960503783256,0.9424093699007515,0.9250319238715908,0.934209446460638,0.9275645143107131,0.9522072061543313,0.9490758136344601,0.9608152189997617,0.9691294404893819,0.9727680624466084,0.9531450240545702,0.9637303375998417,0.9669547157528634,0.9686458306206106,0.9609107720371607,0.9484691323658759,0.9582135993904501,0.9543342697339925,0.9740720441035484,0.972935573163964,0.9841071213998323,0.9778123997707985,0.9694038627544791,0.9804045474251206,0.9766489110804476,0.9728477813955609,0.9663554313992578,0.9543049943458152,0.9514648078272153,0.9590098173986468,0.9643332428971287,0.9603070557198178,0.9770434160703018,0.9608242103714092,0.9480263200807751,0.9495790289769628,0.9473844590475903,0.9493565640301099,0.949229919584478,0.9325870842632629,0.9545470028389913,0.9425043139070411,0.9559645142150502,0.9380379233098617,0.9280060180871623,0.9111611421748375,0.8849901235774349,0.8690841923231603,0.8636764646005775,0.8616078402262896,0.8553499416883271
19-Mar,0.989541900350221,0.9916532341480601,0.9896721211294633,0.9893420948770858,0.9878579020331278,0.983879669978787,0.9844998999927336,0.985708668905184,0.9887205519515433,0.9901445966791296,0.9914122718811836,0.9965623462267187,0.9962185836387829,0.9968783012989055,0.9955870217039625,0.994488401425628,0.9935194257653809,0.9918216588028402,0.9872794747874449,0.9886314338619038,0.9900520516514418,0.9949839709621146,0.9959106996063036,0.9971144826143671,0.9984842870820735,1.0,0.9975123611622321,0.9923623522342527,0.9887671769870089,0.991249816560771,0.992634523470824,0.9922969369560045,0.9897369112194034,0.9918137797775289,0.989452830027359,0.994678087871525,0.9925831749560016,0.9891870074729116,0.9474699847707907,0.9276273878116487,0.9371344468149346,0.9310854617797895,0.9551340587251164,0.9522186355771182,0.9617147077491293,0.970057396932138,0.9720452999063393,0.9527994566934652,0.9642295978517127,0.9676091172323821,0.9685521717533502,0.9593974376812605,0.9477979476987133,0.9585640335755338,0.9553338792554732,0.973626196786087,0.9725704029492902,0.9830007385464375,0.9779667666048019,0.9700270962663428,0.9803404713003402,0.9768915767256748,0.9725790939528702,0.964934566319537,0.9547843509397006,0.952413933085796,0.9611168861148606,0.9661950810037224,0.9623009191095319,0.9787312068788102,0.9638323659361675,0.9514421720140805,0.9532832229735075,0.9502413313721588,0.9515290661531286,0.9501278610898353,0.9357763145920883,0.9574489041110478,0.9464198592812565,0.9603801781941678,0.9415379850347629,0.9331299055799912,0.9172453274862308,0.8912934206038385,0.8763817564479117,0.8706165098484785,0.8664413492881128,0.8588257958719275
19-Apr,0.9936530485268132,0.9955572841997392,0.9947863314248225,0.9951360854866518,0.9939975043270545,0.98849445901687,0.9888701184016663,0.9903492704515329,0.9924667857976163,0.9937587366697405,0.9949675127864807,0.9978813021474346,0.9964716440003943,0.9973482615782354,0.997207616185859,0.996573060466738,0.9964122631176746,0.995169219205532,0.9902460189161435,0.9915799275273228,0.992895822444669,0.9953214191076485,0.9973115970078302,0.9972530925863103,0.9977078178998166,0.9975123611622321,1.0,0.9944763970522732,0.9910516596094217,0.9939463708163633,0.9954456588560382,0.9944503953144319,0.9931563418292811,0.9942415281358983,0.9925283002896949,0.9963136006216464,0.9963624082464413,0.9899331030067963,0.9482478446034127,0.9318042360123124,0.941885551940244,0.9359405117137026,0.958806249394045,0.9547289908954099,0.9622424964716121,0.9715026768238247,0.977420752984083,0.9605053626335005,0.9717883507735249,0.9746534140461909,0.9752075950645844,0.96827782748877,0.9565305130785896,0.965537660888201,0.9622586489779811,0.9788429823450865,0.9785052443552221,0.9869442844298703,0.982776447776821,0.9759204970716178,0.9852575599812525,0.9821164878398689,0.9777734380091606,0.9718853658929661,0.9615944421163061,0.959077689070474,0.9651843984443583,0.9702048261688532,0.9671754147512958,0.98166385156879,0.967887073720358,0.9566574399976263,0.9589224424531702,0.9557798584348495,0.956676770278004,0.9567988485330157,0.9415994380517347,0.9622285240446875,0.9505394887332886,0.9624589607559577,0.9467462381528345,0.9380928741433912,0.9229332634076843,0.8985100270448781,0.884721438211562,0.878554086412536,0.8757004380676959,0.8698090175174684
